source,target,relation,layer,confidence,directed,label,source_url,slices,evidence,receipt
jonathan_raggett,arc_of_justice,officer,money,confirmed,yes,"Secretary, Arc of Justice 2019-present (990-PF)",https://projects.propublica.org/nonprofits/organizations/841618483,iran-network,,
jordan,afgj,president,money,confirmed,yes,current President,https://afgj.org/category/james-jordan,latam-solidarity,,
jvp,iran,foreign_tie,state,inferred,yes,weak: council member at 2024 Iran meeting,https://www.adl.org/resources/backgrounder/jewish-voice-peace-jvp,iran-network,"Indirect/weak tie only: JVP Rabbinical Council member Abby Stein attended a Sept 2024 NYC meeting convened by the Islamic Republic of Iran (Pres. Pezeshkian), days before Iran's missile strikes on Israel. ADL frames this as an individual-capacity contact, not a JVP organizational relationship; no JVP funding/coordination with Iran found. Note: JVP's own public statements (e.g. Feb 2026 'No War with Iran') explicitly condemn the Iranian government's repression, cutting against any org-level alignment. The confirmed individual-level tie is separately captured at stein→iran (foreign_tie, confirmed).",https://www.adl.org/resources/backgrounder/jewish-voice-peace-jvp
kaufman,afgj,founder,money,confirmed,yes,co-founder & National Co-Coordinator,https://afgj.org/chuck-kaufman-presente,latam-solidarity,,
kaufman,answer,cofounder,party,confirmed,yes,'one of the original founders' of ANSWER,https://www.answercoalition.org/afgj_s_chuck_kaufman_takes_on_imperialist_myths_in|https://capitalresearch.org/article/communists-funding-the-resistance-the-alliance-for-global-justice/,latam-solidarity,,
kaufman,nicanet,leads,party,confirmed,yes,Nicaragua Network coordinator,https://afgj.org/chuck-kaufman-presente,latam-solidarity,,
kaufman,ortega,defends,state,confirmed,yes,authored 'The Case Against Daniel Ortega',https://afgj.org/the-case-against-daniel-ortega,latam-solidarity,,
kaufman,vsn,coordinates,veneer,confirmed,yes,coordinated Venezuela Solidarity Network,https://capitalresearch.org/article/communists-funding-the-resistance-the-alliance-for-global-justice/,latam-solidarity,,
kleiner,china,foreign_tie,state,inferred,yes,ran United Community Fund (Thoughtworks),https://www.influencewatch.org/non-profit/united-community-fund/,singham-spine,Singham-network tie: ran Thoughtworks-funded United Community Fund; ex-Thoughtworks Germany social/economic justice lead; Peoples Dispatch contributor,https://newlinesmag.com/reportage/the-big-business-of-uyghur-genocide-denial/
kleiner,ucf,member,money,confirmed,yes,role,https://www.influencewatch.org/non-profit/united-community-fund/ | https://projects.propublica.org/nonprofits/organizations/371913339,singham-spine,"UCF's executive director and president is Franziska Kleiner, who is also the social and economic justice Lead at ThoughtWorks Germany.",
kovalik,afgj,affiliated,veneer,inferred,yes,solidarity lawyer (photo credit on Ortega piece),https://www.answercoalition.org/afgj_s_chuck_kaufman_takes_on_imperialist_myths_in,latam-solidarity,,
krouth,pwa,member,money,confirmed,yes,role,https://projects.propublica.org/nonprofits/organizations/834705654,singham-spine,,
kuang,dsa,member,veneer,confirmed,yes,DSA member,https://www.persuasion.community/p/the-democratic-socialists-of-america,latam-solidarity,,
kuang,ev_vz_election_2024,claimed_accredited,veneer,inferred,yes,sole claimed accredited (single opinion source),https://www.persuasion.community/p/the-democratic-socialists-of-america,latam-solidarity,,
lariva,answer,member,party,confirmed,no,,https://www.globalsecurity.org/military/world/usa/government/political-parties-psl.htm,hatuey,,
lariva,hatuey,coordinator,party,confirmed,yes,coordinator / director,https://www.hatueyproject.org/,hatuey,,
lariva,hub_andira_alves,associate,party,inferred,true,Andira Alves,https://www.hatueyproject.org/,afgj-interlock,,
lariva,hub_leni_villag_mez_reeves,associate,party,inferred,true,Leni Villagómez Reeves,https://www.hatueyproject.org/,afgj-interlock,,
lariva,hub_will_kohr,associate,party,inferred,true,Will Kohr,https://www.hatueyproject.org/,afgj-interlock,,
lariva,ma,associate,party,inferred,true,Simon Ma · Gloria La Riva,https://www.hatueyproject.org/,afgj-interlock,,
lariva,marsh,associate,party,inferred,true,Nadia Marsh,https://www.hatueyproject.org/,afgj-interlock,,
lariva,psl,founder,party,confirmed,no,PSL co-founder,https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation|https://www.adl.org/resources/backgrounder/party-socialism-and-liberation-psl,hatuey,,
lariva,russia,foreign_tie,state,inferred,yes,Russia tie,https://en.wikipedia.org/wiki/Gloria_La_Riva,singham-spine,,
lariva,venezuela,foreign_tie,state,inferred,yes,Venezuela tie,https://en.wikipedia.org/wiki/Gloria_La_Riva,singham-spine,,
lariva,viq,associate,party,inferred,true,Rachel Viqueira · Gloria La Riva,https://www.hatueyproject.org/,afgj-interlock,,
leila_zand,codepink,affiliation,concept,confirmed,yes,Director of Citizen Diplomacy with Iran (advisory board + staff),https://www.codepink.org/leila_zand,iran-network,,
leila_zand,iran,foreign_tie,state,confirmed,yes,CODEPINK Director of Citizen Diplomacy with Iran; arranged 2008 & 2019 Iranian Foreign Ministry meetings,https://www.codepink.org/leila_zand,iran-network,,
leila_zand,iran_foreign_ministry,met,state,inferred,yes,Arranged 2008 & 2019 CODEPINK-FM meetings (2008 blog receipt names Zand but not the FM meeting; 2019 FM meeting confirmed separately via edges 7/9),http://codepinkdc.blogspot.com/2008/11/medeas-blog-day-1-iran-citizen.html,iran-network,,
liebich,die_linke,member,party,confirmed,no,Die Linke Bundestag 2009-2021; foreign-affairs group chair,https://en.wikipedia.org/wiki/Stefan_Liebich,rls-germany,,
liebich,rls_nyc,director,money,confirmed,no,Executive Director (2023+),https://en.wikipedia.org/wiki/Stefan_Liebich|https://rosalux.nyc/about/,rls-germany,,
luvela,ucf,member,money,confirmed,yes,role,https://projects.propublica.org/nonprofits/organizations/371913339,singham-spine,Smangele Luvela (Director & Secretary (start 2/23)),
ma,hatuey,co_signatory,veneer,confirmed,yes,co-signatory,https://www.hatueyproject.org/,hatuey,,
ma,hub_andira_alves,associate,party,inferred,true,Andira Alves,https://www.hatueyproject.org/,afgj-interlock,,
ma,hub_leni_villag_mez_reeves,associate,party,inferred,true,Leni Villagómez Reeves,https://www.hatueyproject.org/,afgj-interlock,,
ma,hub_will_kohr,associate,party,inferred,true,Will Kohr,https://www.hatueyproject.org/,afgj-interlock,,
ma,marsh,associate,party,inferred,true,"Nadia Marsh, MD",https://www.hatueyproject.org/,afgj-interlock,,
ma,viq,associate,party,inferred,true,Rachel Viqueira · Simon Ma,https://www.hatueyproject.org/,afgj-interlock,,
maduro,ev_antifa_festival_2025,patron,state,confirmed,yes,state patron (coincided w/ inauguration),https://orinocotribune.com/international-anti-fascist-festival-in-venezuela-ends-with-resolution-on-global-fight-against-fascism/,latam-solidarity,,
maduro,ev_caracas_antifa_2024,led,state,confirmed,yes,'bravely led by President Maduro' (declaration),https://www.internacionalantifascista.org/antifascist-statement-of-caracas/,latam-solidarity,,
maduro,ev_fsp_caracas_2019,addressed,state,confirmed,yes,closing address,https://fightbacknews.org/articles/venezuela-s-president-maduro-speaks-25th-sao-paulo-forum,latam-solidarity,,
maduro,ev_ipa_founding_2019,patron,state,confirmed,yes,Bolivarian-Revolution solidarity framing,https://www.influencewatch.org/organization/international-peoples-assembly-ipa/,latam-solidarity,,
maduro,ev_maduro_inaug_2025,inaugurated,state,confirmed,yes,3rd inauguration Jan 10 2025,https://en.wikipedia.org/wiki/Third_inauguration_of_Nicol%C3%A1s_Maduro,latam-solidarity,,
marsh,answer,member,veneer,confirmed,no,member of ANSWER (Hatuey's own copy),https://www.hatueyproject.org/news/activists-land-in-cuba-with-emergency-medicine-delivery/,hatuey,,
marsh,hatuey,co_signatory,veneer,confirmed,yes,co-signatory,https://www.hatueyproject.org/,hatuey,,
maura,podemos,member,party,confirmed,no,Podemos MP,https://en.wikipedia.org/wiki/Podemos_(Spanish_political_party),rls-germany,,
mcalevey,o4p,designed_curriculum,money,confirmed,yes,designed the O4P curriculum,https://www.rosalux.de/en/o4p,rls-germany,,
mccarthy,singham,network,money,inferred,yes,,https://www.linkedin.com/in/bobbette-mccarthy-0b8a54a8/,singham-spine,,
mfernandez,rls_nyc,officer,money,confirmed,no,Program Manager (2017-present),https://rosalux.nyc/cuba-is-being-strangled/,rls-germany,,
new_horizon,irgc,designated,state,confirmed,yes,OFAC: New Horizon served as IRGC-QF recruitment hub,https://home.treasury.gov/news/press-releases/sm611,iran-network,,
niac,iran,foreign_tie,state,confirmed,yes,"Iranian-American advocacy org; founder arranged Congressional meetings for FM Zarif; Senate FARA referral (access/contact tie, not funding)",https://www.cotton.senate.gov/news/press-releases/cotton-braun-and-cruz-urge-doj-investigation-of-niac,iran-network,,
niac,ncri_report,cited_by_ncri,concept,inferred,yes,"named as $20K Arc of Justice grantee, Senate FARA referral",https://networkcontagion.us/reports/following-the-benjamins-how-a-48-million-foundation-operated-an-iran-aligned-influence-network-outside-state-oversight-in-florida/,iran-network,and NIAC (subject of a Senate FARA referral for alleged undisclosed Iranian regime advocacy).,
niac,zarif,hosted,state,inferred,yes,NIAC founder arranged Zarif's Congressional meetings,https://www.cotton.senate.gov/news/press-releases/cotton-braun-and-cruz-urge-doj-investigation-of-niac,iran-network,,
nicanet,ev_nica_delegation_2021,organized,state,confirmed,yes,organized,https://afgj.org/statement-of-the-international-delegation-to-nicaragua-july-18-25-2021,latam-solidarity,,
nlg,ev_vz_election_2024,observed,veneer,confirmed,yes,5-person observer delegation,https://nlginternational.org/2024/07/national-lawyers-guild-report-election-monitoring-delegation-to-the-bolivarian-republic-of-venezuela/,latam-solidarity,,
nlg,rub_national_network_on_cuba,member,money,confirmed,yes,NNOC coalition member,https://nnoc.org/member-orgs/,rubio-cuba,,
nmeyer,dsa,member,veneer,confirmed,no,Bread & Roses caucus lead; NYC-DSA treasurer 2016-2018,https://keywiki.org/Neal_Meyer,rls-germany,,
nmeyer,rls_nyc,officer,money,confirmed,no,Assistant Office Manager (990-PF),https://keywiki.org/Neal_Meyer,rls-germany,,
nunez,dsa,member,veneer,confirmed,yes,DSA International Committee,https://afgj.org/communique-august-2-2024-alliance-for-global-justice-delegation-demands-respect-for-venezuelas-democracy-in-light-of-july-28-elections,latam-solidarity,,
nunez,ev_vz_election_2024,accompanied,veneer,confirmed,yes,AFGJ delegate,https://afgj.org/communique-august-2-2024-alliance-for-global-justice-delegation-demands-respect-for-venezuelas-democracy-in-light-of-july-28-elections,latam-solidarity,,
nunez,vsn,member,veneer,confirmed,yes,Venezuela Solidarity Network,https://afgj.org/communique-august-2-2024-alliance-for-global-justice-delegation-demands-respect-for-venezuelas-democracy-in-light-of-july-28-elections,latam-solidarity,,
ortega,ev_maduro_inaug_2025,attended,state,confirmed,yes,only sitting presidents present (w/ Díaz-Canel),https://www.pbs.org/newshour/world/nicolas-maduro-sworn-in-for-third-term-as-venezuelan-president-despite-evidence-of-election-loss,latam-solidarity,,
ortega,ev_nica_election_2021,reelected,state,confirmed,yes,re-elected (no independent observers permitted),https://www.cnn.com/2021/11/07/americas/nicaragua-election-nov-7-intl-latam/index.html,latam-solidarity,,
ortega,fsln,leads,state,confirmed,yes,FSLN leader / President,https://en.wikipedia.org/wiki/Daniel_Ortega,latam-solidarity,,
p_assata_s_daughters,rub_national_network_on_cuba,member,money,inferred,yes,affiliate via fiscal sponsor AFGJ,https://nnoc.org/member-orgs/,rubio-cuba,"network affiliate via fiscal sponsor AFGJ, which IS an NNOC roster member (Assata's Daughters itself not directly on NNOC roster)",https://nnoc.org/member-orgs/
per_abraham_hassen,p_black_movement_law_project,role,veneer,confirmed,true,Co-founder (visiting assistant professor of law at Penn State Dickinson Law School; previously defense coordinator at the National Lawyers G,https://dickinsonlaw.psu.edu/abi-hassen,afgj-interlock,,
per_allen_kwabena_frimpong,hub_movement_netlab,associate,party,inferred,true,Movement Netlab,https://commonslibrary.org/the-movement-compass-and-worksheet/,afgj-interlock,,
per_allen_kwabena_frimpong,p_adastra,role,party,confirmed,true,Co-Founder & Managing Partner,https://commonslibrary.org/the-movement-compass-and-worksheet/,afgj-interlock,,
per_allen_kwabena_frimpong,p_movement_net_lab,role,veneer,confirmed,true,MNL staff member; Black Lives Matter NYC activist,https://commonslibrary.org/the-movement-compass-and-worksheet/,afgj-interlock,,
per_alyssa_rubin,hub_ifnotnow,associate,party,inferred,true,IfNotNow,https://www.commondreams.org/news/2020/03/24/because-anne-frank-did-not-die-gas-chamber-jewish-activists-cite-disease-nazi-death,afgj-interlock,,
per_alyssa_rubin,p_never_again_action,role,veneer,confirmed,true,National Campaign Director,https://www.commondreams.org/news/2020/03/24/because-anne-frank-did-not-die-gas-chamber-jewish-activists-cite-disease-nazi-death,afgj-interlock,,
per_andrea_ciannavei,hub_occupy_sandy,associate,party,inferred,true,Occupy Sandy,https://www.bustle.com/p/what-is-the-march-for-racial-justice-its-mission-is-worthy-of-your-attention-2454473,afgj-interlock,,
per_andrea_ciannavei,p_interoccupy,role,party,confirmed,true,"Co-Founder, InterOccupy",https://www.bustle.com/p/what-is-the-march-for-racial-justice-its-mission-is-worthy-of-your-attention-2454473,afgj-interlock,,
per_andrea_ciannavei,p_march_4_racial_justice,role,party,confirmed,true,"Co-Chair / Co-Founder, March for Racial Justice",https://www.bustle.com/p/what-is-the-march-for-racial-justice-its-mission-is-worthy-of-your-attention-2454473,afgj-interlock,,
per_antonio_gutierrez,hub_autonomous_tenants_union,associate,party,inferred,true,Autonomous Tenants Union,https://www.influencewatch.org/organization/chicago-housing-justice-league-chjl/,afgj-interlock,,
per_antonio_gutierrez,p_chicago_housing_justice_league,role,veneer,confirmed,true,"Steering Committee member; Founder, Autonomous Tenants Union",https://www.influencewatch.org/organization/chicago-housing-justice-league-chjl/,afgj-interlock,,
per_aquib_s_yacoob,hub_women_s_march,associate,party,inferred,true,Women’s March,https://www.brownmanrunning.com/,afgj-interlock,,
per_aquib_s_yacoob,p_adastra,role,party,confirmed,true,Team member (communications,https://www.brownmanrunning.com/,afgj-interlock,,
per_banbose_shango,p_nappy_roots_books,role,veneer,confirmed,true,Co-founder / co-owner (Landry's husband,https://www.okgazette.com/arts-culture/strong-spines-3804530,afgj-interlock,,
per_bella_de_soto,p_change_links_newspaper,role,party,confirmed,true,Editorial Staff,https://change-links.org/vote-for-pacifica-mission-coalition-candidates-at-kpfk/,afgj-interlock,,
